baseTokenName,baseTokenSymbol
baby mew,babymew
catswaghat,catswaghat
nyanpepe,nyanpepe
tremp cat,trempcat
harold and the purple crayon,purp
pandawifhat,pndwt
bear wif,bearwif
soviet cat,ussrcat
apeing,ape
business cat,bcat
ussr cat,ussrcat
big dick bull,bdb
solana space,solspace
cowcat,cowcat
cosmocoin,cosmx
cuteanimalmeme,bffs
flying avocado cat,fac
🐸  super saiyan pepe,🐸supe
catpurr,purr
gumball cat,gumball
safeneptune,sfne
wormhole,$w
cat rules everything around me,c.r.e.a.m.
ai sika,aisikab
cat in the hat ,cathat
rex,rex
cupcat,cupcat
anonymous,0000
poten cat,potencat
rocket swap,rocketswap
arabcat,arabcat
cat pizza,catpizza
catpizza,catpizza
lucky rich cat,招财猫
animal!,paw5
left curvooooooor,dumdum
solana rapid,srapid
greennode,grnd
chinese nigga,chigga
pepeow,$pepeow
sadge,sadge
baby shiba inu,babyshib
cat slap,slap
blessed easter ,bdeaster
dogewave,dwave
maya monkey coin,mmc
robocat,robocat
dog bread ,dogbrea
kiitycat,awwww
trendtech token,ttt
harry catter,haca
tolywifhat,tif
kellog's rice krispies treats,krispies
oreo mcflurry from mcdonald's,mcflurry
ninja cat,ninjacat
catbread,catbread
gourmetbyte,gbyte
🐕slurp dogs,$slurp
best,paws
man in dark,mid
barking cat,barkingcat
book of doge,boge
belugacatwifhat,belugacat
googel on base ,googelbase
👻pepe ghost,👻peg
devilcat,devilcat
otterwifbag,otwbag
playmeme,pme
drewcifer,$😈
🍌 prime banana,primeban
web3 inu,web3
phantompaw,phpaw
transgender day of visibility,transjoe
shuffleswap,shfl
snackswap,snac
catwifcorn,catcorn
bitcoin's birthday,jan 3
garfield coin,garfield
lknn ,lknn
milka,milka
slurm token ,slurm 
red green blue,rgb
hell cat inu,hellcat
beanie cat ,beanie
penguin,🐧
forsst,for
palmtreecoin,ptc
pickle with hac,piwh
tolkien black ,token 
sleepycat,catslp
endeavorinsideme,endeavor
virtual vm,virtavm
solphant,solphant
tolkien black,token
pandawifbag,pwdg
king of cat,catk
peanut,peanut
hellcatinu,hellcatinu
dogwiffat,wiffat
pepe khan,pkhan
galactic alpaca,glpaca
proof,proof
epic finance,epicfin
mewonk,mewonk
crook kat ,crookkat 
sushi cat,sushi
arizona iced tea,99cents
mittens loaf,$mittens
cat potato,catato
don lemoon,lemoon
fesh,fesh
copycat,copycat
the people's rep of solana,mao
topg,topg
crook kat,$crook
forrest pump,fpmp
mog the forgetful cat,mog
sol shadow,solshadow
meme doge,memedoge
trump hamster,trumpham
meowth,meowth
the catalog,catal
orcat,orcat
cat of wall street,wsc
gleamglide,glgr
talking cat,tcat
catcake,catcake
bdbd,bdbd
tom,tom
beanie cat,beanie
edgematrix computing network,emc
solshop,shop
degen,degen
cybercat , cat
kitcat,kcat
pepe pikachu,pekachu
mona,mona
jumanjijackpots,jumanj
quokkaquant,qqnt
endless horse,endless
arkenstone,arkn
pogger,pogg
omg cat ,omgcat
god of meme resurrection,godmeres
toletole,toletole
breadcoin,bread
sworm,sworm
harold's purple crayon,hpcrayon
quokkacoin,qkc
manini,manini
juka,juka
ironmike,mike
momt,momt
meowcat ,meowcat 
kitty love center,catfrens
longlivemeow,llmeow
trump matrix ,trmrix
huh cat,huhcat
flypig,flypig
chad cat,chat
fortnite coin,frnt
street cat,bob
he first ever cat coin,mona
🦉owl fire,🦉fire
thuglifecat,tlc
arcticfoxwifhat,afwh
polite cat,pcat
enjoy your easter weekend,eyew
em3nim,$em
moonpup,mpup
king jupiter,kingjup
early ca scanner,early
pandapockets,pndpk
felix,felix
bobcat,bobcat
pella,pella
snowball,sb
catberus,berus
matrix inu,matrix
mochi on sol ,mochi
cats in black,$black
vivid fox,vfx
robo cat,robocat
furrari,furrari
crosseyedcat,x eyed
silly easter bunny,seb
blockgames,block
⚔ sword of cat,⚔swat
catgirl,catgirl
japan,jpy
📻 radio ai robot,📻radio
puss in boots,$puss
royal cat,rc
hello kitty,kitty
gatorglow,gglow
elon musk,elon
uncle cat,uncat
glowie,glowie
mussolini coin,mssc
boba cat,$boba
costco hot dog wif hat,costwif
pig cat,pc
mao,mao
degenerate rabbit,rabbit
niel midwit,niel
tape,tape
pocket watchr,pocket
a cat on sol,cs
espresso elephants,espresso
the chad cat,chat
catwifpizza,cwp
jets,jets
gogo cat,gocat
cat watermelon,catmelon
pepedoge,pedo
dog on solana,dog
golden cat,gcat
nine lives - cat ai,catai
foxy cat,catfox
vagon,vagon
arguing cats,ac
🇱🇷 trump pepe,$trupe
bad cat,badcat 
licking cat ,lickcat
lucky the cop cat,copcat
cosmokitties,coskit
trumpwifcat,twifc
astro cat,astro
astro cat,astrocat
fatycat a.i ,faty
michael saylor's cat,saylorcat
ada  -grok's wife,ada
kingcatwifhat,kingcatwif
bokchoy,bokchoy
mcdonalds cat,mccat
we are going to 0,0
$bobby,$bobby
pringles cat,catles
driver cat,dat
crunchy cat,ccat
nyanhotdog,nyanhotdog
